ファイル名,行数,文言（オリジナル）,文言（翻訳）
Review_EN.txt,438,Conclusion: The developers have over-extended themselves here. The result is mediocre.,
Review_EN.txt,439,"My conclusion: It's not unplayable, but it's not really fun.",
Review_EN.txt,440,"It's not a bad game, but the numerous flaws don't allow for a higher rating.",
Review_EN.txt,441,"Verdict: Although the developer has made an effort, this game is nothing more than a trivial genre representative.",
Review_EN.txt,442,"This game is quite entertaining for a few minutes. In the end, it won't hold your attention due to lack of content and poor gameplay.",
Review_EN.txt,443,The title comes years too late and simply has too few innovations to excite me.,
Review_EN.txt,444,As a conclusion I can only say: The game is boring!,
Review_EN.txt,445,"In conclusion, this game didn't blow any of us away.",
Review_EN.txt,446,My opinion: In very many points the game is average at most.,
Review_EN.txt,447,"Fans of the genre might be happy for a few hours. Unfortunately, I am not one of them.",
Review_EN.txt,448,[END],
Review_EN.txt,449,,
Review_EN.txt,450,[GAMEPLAY_60],
Review_EN.txt,451,"The gameplay changes from level to level. Sometimes up, sometimes down.",
Review_EN.txt,452,"The gameplay is entertaining for a while, but sadly it doesn't last.",
Review_EN.txt,453,"The plot and gameplay isn't really outstanding, but it's not bad either.",
Review_EN.txt,454,The gameplay is OK and the plot can entertain in parts.,
Review_EN.txt,455,"The fun of the game swings more than a pendulum. However, it is not really bad.",
Review_EN.txt,456,"The plot is no good, but the gameplay is solid.",
Review_EN.txt,457,"The game mechanics are tried and true, without any major weaknesses.",
Review_EN.txt,458,"The gameplay is entertaining in parts, but never will you fall into a state of euphoria.",
Review_EN.txt,459,"The plot generates tension in stretches, but it never lasts long.",
Review_EN.txt,460,"The gameplay is enjoyable fun. The plot, on the other hand, is a joke.",
Review_EN.txt,461,"The plot is excellent. On the other hand, the outdated game mechanics just don't hold up.",
Review_EN.txt,462,"The gameplay has its strengths, but the story is not really exciting.",
Review_EN.txt,463,[END],
Review_EN.txt,464,,
Review_EN.txt,465,[GRAPHIC_60],
Review_EN.txt,466,The graphics are pretty average. I've seen it better on this system.,
Review_EN.txt,467,"Graphically, this title will receive no accolades, but it doesn't have to hide due to shame either.",
Review_EN.txt,468,The graphics are only average and really nothing special.,
Review_EN.txt,469,The graphics could have been a bit more detailed. Genre standard for me.,
Review_EN.txt,470,"As far as the graphic effects are concerned, this game doesn't need to hide from the competition. They are above average.",
Review_EN.txt,471,The graphic presentation falls short of expectations. Definately upper genre average.,
Review_EN.txt,472,"The graphics are quite ugly in some places, but often upper average.",
Review_EN.txt,473,"The graphics look a bit outdated, but it's not a total failure.",
Review_EN.txt,474,"Graphically, it is well worth seeing, but could use more attention to detail.",
Review_EN.txt,475,The graphics look a bit too sterile. I would have liked details and variety.,
Review_EN.txt,476,"There are definitely games with better graphics. In the end, it will be enough for a medium rating.",
Review_EN.txt,477,"The game's graphics don't deserve a medal, but they can still keep up with the competition.",
Review_EN.txt,478,"The unpolished graphic's barely meet the state of the art, little more.",
Review_EN.txt,479,The great graphic effects are worth mentioning. The rest of the graphics look rather mediocre.,
Review_EN.txt,480,[END],
Review_EN.txt,481,,
Review_EN.txt,482,[SOUND_60],
Review_EN.txt,483,The digitized sounds and melodies fit the game. Nothing special.,
Review_EN.txt,484,"Even though I actually expected more, the sound effects are okay.",
Review_EN.txt,485,The game's sound effects are acceptable but nothing special.,
Review_EN.txt,486,There is not much to write about the sound effects. They are okay.,
Review_EN.txt,487,The digitized sound effects fit the game and the soundtrack is also okay.,
Review_EN.txt,488,Music and sound are average and can't keep up with top games of the genre.,
Review_EN.txt,489,Technical issues marred some quite good sound effects and prevented a better rating.,
Review_EN.txt,490,There is not much to say about the acoustics. Music and sound effects are mediocre.,
Review_EN.txt,491,"The soundtrack is okay, but nothing you would play to a friend.",
Review_EN.txt,492,"The music and sound effects are okay, even if they don't blow me away.",
Review_EN.txt,493,"The sound is actually quite good. Unfortunately, there are also technical problems. So it remains average.",
Review_EN.txt,494,"The game's sound effects are great. The music, on the other hand, is a total washout.",
Review_EN.txt,495,The sound effects are still a bit behind the competition.,
Review_EN.txt,496,"A bit more variety, then there would have been a higher rating for the sound.",
Review_EN.txt,497,[END],
Review_EN.txt,498,,
Review_EN.txt,499,[CONTROL_60],
Review_EN.txt,500,The average control system requires some time to adjust to.,
Review_EN.txt,501,"The controls are still acceptable, but do not meet the system standard.",
Review_EN.txt,502,The game's controls are average compared to other games.,
Review_EN.txt,503,The game's controls are okay. Here and there they are a bit imprecise.,
Review_EN.txt,504,"To understand the controls, you have to study the manual for some time. After that you can live with it.",
Review_EN.txt,505,"The game's controls are okay. However, it lacks intuition.",
Review_EN.txt,506,The game's controls are okay but imprecise in parts. This could have been solved better.,
Review_EN.txt,507,"The game's controls are not outstanding, but there are worse genre representatives.",
Review_EN.txt,508,"About controls: The menus are unnecessarily complicated. Otherwise, everything is fine.",
Review_EN.txt,509,[END],
Review_EN.txt,510,,
Review_EN.txt,511,[TOTAL_60],
Review_EN.txt,512,"In general, it remains to say that hardcore fans of such games will get their money's worth.",
Review_EN.txt,513,Some design flaws reduce the quality of the game. I think the game is okay.,
Review_EN.txt,514,"An entertaining game at first, but it gets boring relatively quickly.",
Review_EN.txt,515,"This title is a nice idea, but it can't entertain for long.",
Review_EN.txt,516,Casual gamers with low expectations can risk a look.,
Review_EN.txt,517,Conclusion: I can only recommend this game to genre fans.,
Review_EN.txt,518,"My opinion: This game is solid, but nothing special.",
Review_EN.txt,519,"Nothing for everyone, but fans of the genre can grab it.",
Review_EN.txt,520,"If you can deal with the flaws, the game may be worth a purchase.",
Review_EN.txt,521,"The title often makes it hard to love. Without the flaws, it would be a great game.",
Review_EN.txt,522,"It's not a pearl of the genre, but it's definitely recommended for fans.",
Review_EN.txt,523,"A solid, but not outstanding game that could have definitely been better.",
Review_EN.txt,524,My conclusion: The game is okay. But another developer would have made the game better for sure.,
Review_EN.txt,525,"My opinion: I wanted to love the game, but it's many design flaws are too annoying.",
Review_EN.txt,526,"Unfortunately, it's too trivial in many ways to be a great game.",
Review_EN.txt,527,Genre fans can buy it to bridge the time between two very good titles.,
Review_EN.txt,528,Those who do not have high expectations can have fun with the game. ,
Review_EN.txt,529,"If the boss had given the programmers more development time, it would be a good game. As it is, it is only mediocre.",
Review_EN.txt,530,[END],
Review_EN.txt,531,,
Review_EN.txt,532,[GAMEPLAY_70],
Review_EN.txt,533,About the gameplay: Well thought-out gameplay with minor weaknesses. ,
Review_EN.txt,534,The gameplay is a nice mix with minor ups and downs.,
Review_EN.txt,535,The gameplay is varied and can motivate over long stretches.,
Review_EN.txt,536,The gameplay is motivating over long stretches. The story gets deductions in the B grade.,
Review_EN.txt,537,"The game's mechanics keep you entertained, but it does have some minor weaknesses.",
Review_EN.txt,538,"The gameplay is fun for a few hours, but then it gets a bit monotonous.",
Review_EN.txt,539,"The plot is average, but the game mechanics are quite fun.",
Review_EN.txt,540,"The first hours of the game are a particular joy. Unfortunately, the plot is far too short.",
Review_EN.txt,541,"The gameplay ideas are great, but sometimes poorly implemented technically.",
Review_EN.txt,542,"I would have liked to give more points for the gameplay, but the numerous design flaws prevented that.",
Review_EN.txt,543,"The gameplay is quite good, but it seems to me that the developer has taken too much inspiration from other games.",
Review_EN.txt,544,[END],
Review_EN.txt,545,,
Review_EN.txt,546,[GRAPHIC_70],
Review_EN.txt,547,"The graphics are okay, but are not fully convincing.",
Review_EN.txt,548,"The graphics are nothing special, but quite decent by genre standards.",
Review_EN.txt,549,"The graphical representation is quite pretty, but not a full out feast for the eyes either.",
Review_EN.txt,550,The game's graphics are quite nice with a few exceptions. Upper average!,
Review_EN.txt,551,"There are definitely worse graphics in the genre. However, there are also a few games that do it better.",
Review_EN.txt,552,The game's graphics are upper average. Especially the effects could have been done better.,
Review_EN.txt,553,The graphics of the game are quite good. The attention to detail is still missing.,
Review_EN.txt,554,"The graphics of the game look solid, but are nothing special.",
Review_EN.txt,555,"About the graphics: Technically, more would have been possible, but it's okay.",
Review_EN.txt,556,"The graphic style is actually quite pretty, but not everyone will share this opinion.",
Review_EN.txt,557,"Genre fans won't be thrilled with the game's graphics, but they will be satisfied.",
Review_EN.txt,558,[END],
Review_EN.txt,559,,
Review_EN.txt,560,[SOUND_70],
Review_EN.txt,561,The digitized sound effects are quite good but nothing special.,
